40630,3 petites notes de musique,Florence Coste,2012,1,0,2012-06-25,"Musette,Oldies,French pop,Duet",French,,,,,,
47650,3 Things,Jason Mraz,2014,0,0,2014-10-07,Pop,Folk,English,,,,,
26615,3 Words,Cheryl Cole,2009,1,0,2011-05-30,Pop,Dance,Duet,English,,,,
40369,30 Days,The Saturdays,2012,0,0,2012-05-11,Pop,Dance,English,,,,,
41436,30 Minute Love Affair,Paloma Faith,2012,0,0,2012-08-30,Pop,English,,,,,,
47655,30.000 Grad,Michelle,2014,0,0,2016-08-20,Schlager,Dance,German,,,,,
52590,3000 Jahre,Die Paldauer,2016,0,0,2017-03-17,Schlager,German,,,,,,
45819,365 Days,ZZ Ward,2013,0,0,2014-01-26,Blues,Pop,Soul,English,,,,
23066,36grad,2raumwohnung,2007,0,0,2011-05-30,Pop,German,,,,,,
9695,3AM,Matchbox Twenty,1996,0,0,2012-03-15,Pop,Rock,English,,,,,
48724,3AM,Meghan Trainor,2015,0,0,2015-03-17,R&B,Pop,Soul,English,,,,
12452,3ème Sexe,Indochine,1985,0,0,2011-05-31,"80s,French pop",French,,,,,,
50845,3ème sexe,La Nouvelle Star,2007,0,0,2016-04-28,"French pop,Rock",French,,,,,,
37459,4 And 20,Joss Stone,2009,0,0,2013-02-11,Soul,English,,,,,,
45686,4 Carats,Kelly Clarkson,2013,0,0,2013-12-23,Christmas,Pop,English,,,,,
12281,4 In The Morning,Gwen Stefani,2007,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
37281,4 Real,Avril Lavigne,2011,0,0,2011-10-20,Pop,Rock,English,,,,,
28018,40 Days,Third Day,2002,0,0,2012-05-20,Rock,English,,,,,,
25336,40 Kinds Of Sadness,Ryan Cabrera,2005,0,0,2012-01-05,Rock,Pop,English,,,,,
16092,40 y 20,José José,1992,0,0,2014-08-13,Pop,Love,Spanish,,,,,
50969,40oz. to Freedom,Sublime,1992,0,0,2016-04-22,Reggae,Punk/Grunge,Ska,Rock,Alternative,English,,
11206,455 Rocket,Kathy Mattea,1997,0,0,2018-04-09,Country,English,,,,,,
38998,48 Crash,Suzi Quatro,1973,0,0,2016-02-25,Rock,English,,,,,,
25337,4ever,The Veronicas,2005,0,0,2011-05-30,Rock,Pop,English,,,,,
25746,4th Of July,Shooter Jennings,2005,0,0,2011-10-31,Country,Rock,English,,,,,
31122,4th Of July,Kelis,2010,0,0,2016-02-25,Electro,Dance,Pop,English,,,,
46039,5 AM,Katy B,2013,0,0,2016-02-25,Dance,Electro,Pop,English,,,,
21908,5 Minutes Alone,Pantera,1994,0,0,2014-08-11,Hard/Metal,English,,,,,,
39179,5 O'Clock,T-Pain,2011,0,0,2013-07-24,R&B,Rap,English,,,,,
41178,5-1-5-0,Dierks Bentley,2012,0,0,2012-08-08,Country,English,,,,,,
55301,50 Special,Lùnapop,1999,0,0,2018-04-09,Pop,Rock,Italian,,,,,
40929,50 Ways To Say Goodbye,Train,2012,0,0,2012-07-06,Rock,Pop,English,,,,,
40384,500 Meilen,Santiano,2012,0,0,2016-08-25,Schlager,Celtic,Pop,German,,,,
55386,500 Miles,"Peter, Paul and Mary",1962,0,0,2018-04-27,Folk,English,,,,,,
47143,500 Miles,The Hooters,1989,0,0,2014-07-26,Pop,Rock,English,,,,,
15166,500 Miles Away From Home,Bobby Bare,1963,0,0,2012-01-12,"Country,Folk,Soft rock",English,,,,,,
35748,6 Foot 7 Foot,Lil Wayne,2010,0,1,2016-02-25,Rap,English,,,,,,
27494,6 Minutes,Jonas Brothers,2006,0,0,2012-06-06,"Teen pop,Rock",English,,,,,,
10460,6 Underground,Sneaker Pimps,1996,0,0,2018-04-17,Electro,Pop,English,,,,,
48188,6 Words,Wretch 32,2014,0,0,2016-02-25,Electro,Pop,English,,,,,
22372,"6, 8, 12",Brian McKnight,1999,0,0,2011-05-30,Soul,R&B,English,,,,,
19530,60 Jahre Und Kein Bisschen Weise,Curd Jürgens,1975,0,0,2017-09-01,Schlager,German,,,,,,
54516,60s Medley (Live),Mike Denver,2017,0,0,2017-12-06,Pop,Rock,English,,,,,
21450,634-5789,Wilson Pickett,1966,0,0,2014-04-14,Soul,Blues,English,,,,,
31746,634-5789,Blues Brothers 2000,1998,0,0,2014-04-07,"Soul,Blues,Rock,TV & movie soundtrack",English,,,,,,
19761,68.2008,Gaëtane Abrial,2008,0,0,2016-10-02,"French pop,Country",French,,,,,,
20365,69 année érotique,Serge Gainsbourg,1969,0,0,2013-09-12,French pop,French,,,,,,
8082,7 Days,Craig David,2000,0,0,2018-05-24,R&B,English,,,,,,
17638,7 Seconds,Neneh Cherry,1994,1,0,2011-05-31,Duet,Pop,English,,,,,
30099,7 Sünden,DJ Ötzi,2008,1,0,2012-12-05,Dance,Schlager,Duet,German,,,,
20091,7 Things,Miley Cyrus,2008,0,0,2008-08-18,"Teen pop,Rock",English,,,,,,
35896,7 Wolken,Anna-Maria Zimmermann,2010,0,0,2016-06-04,Schlager,Dance,German,,,,,
50548,7 Years,Lukas Graham,2015,0,0,2016-02-17,Pop,English,,,,,,
25086,7 Years & 50 Days,Groove Coverage,2004,0,0,2017-11-02,Dance,Electro,Pop,English,,,,
26748,7:05,Jonas Brothers,2006,0,0,2012-06-01,"Teen pop,Rock",English,,,,,,
50189,7000 Rinder,Troglauer Buam,2008,0,0,2018-02-15,Schlager,Rock,German,,,,,
51167,80 Millionen,Max Giesinger,2016,0,0,2016-06-10,Pop,Schlager,German,,,,,
18528,80's Ladies,K.T. Oslin,1987,0,0,2018-07-05,"Soft rock,Pop",English,,,,,,
51408,80's Mercedes,Maren Morris,2016,0,0,2016-08-31,Pop,Country,English,,,,,
28758,867-5309/Jenny,Tommy Tutone,1981,0,0,2011-05-31,Rock,English,,,,,,
12194,9 mois,Elisa Tovati,2007,0,0,2016-02-25,French pop,French,,,,,,
11099,9 To 5,Dolly Parton,1980,0,0,2007-05-04,"TV & movie soundtrack,Pop,Rock",English,,,,,,
21737,9 To 5,Sheena Easton,1980,0,0,2011-11-02,Pop,English,,,,,,
40584,93 Million Miles,Jason Mraz,2012,0,0,2012-07-07,Pop,Rock,English,,,,,
18913,96 Tears,Question Mark And The Mysterians,1966,0,0,2012-08-23,"Rock,Rock 'n Roll",English,,,,,,
25111,98.6,Keith,1966,0,0,2011-05-31,Pop,Rock,English,,,,,
19192,99 Luftballons,Nena,1984,0,0,2011-05-30,80s,Rock,German,,,,,
25869,99 Miles From L.A.,Art Garfunkel,1975,0,0,2012-03-05,"Folk,Soft rock",English,,,,,,
38677,99 Problems,Hugo,2010,0,0,2012-02-07,"Country,Blues,Rock,TV & movie soundtrack",English,,,,,,
16260,99 Problems,Jay-Z,2004,0,1,2017-03-16,Rap,English,,,,,,
13606,99 Red Balloons,Nena,1983,0,0,2011-05-31,Rock,English,,,,,,
27364,99 Times,Kate Voegele,2009,0,0,2011-05-30,Pop,Rock,English,,,,,
35849,9th Wonder (Blackitolism),Digable Planets,1994,0,1,2013-11-29,Rap,English,,,,,,
39672,9th Wonder (Blackitolism) (Clean),Digable Planets,1994,0,0,2013-11-20,Rap,English,,,,,,
12439,A 20 ans,Amel Bent,2007,0,0,2016-02-25,"R&B,Rap,French pop",French,,,,,,
50925,A bâbord,Patrick Sébastien,2015,0,0,2016-04-25,"French pop,Humour",French,,,,,,
26764,A Baby Changes Everything,Faith Hill,2008,0,0,2011-12-19,Christmas,Country,Christian,Pop,English,,,
31552,A bailar calypso,Elli Medeiros,1987,0,0,2016-06-05,Latin,Pop,French,Spanish,,,,
19657,A Banda (Zwei Apfelsinen Im Haar),France Gall,1968,0,0,2017-06-22,Schlager,German,,,,,,
12403,A Bay Bay,Hurricane Chris,2007,0,0,2018-05-11,Rap,English,,,,,,
24432,A Beautiful Mess,Jason Mraz,2008,0,0,2011-05-31,Folk,English,,,,,,
25793,A Beautiful Morning,The Rascals,1968,0,0,2011-06-28,Soul,Rock,English,,,,,
6550,A Better Man,Clint Black,1989,0,0,2016-01-10,Country,English,,,,,,
22347,A bicyclette,Bourvil,1947,0,0,2012-01-18,"French pop,Oldies",French,,,,,,
55568,A Big Hunk o' Love (Live Aloha from Hawaii Via Satellite),Elvis Presley,1973,0,0,2018-06-13,Rock 'n Roll,English,,,,,,
51967,A Big Hunk O' Love (with the Royal Philharmonic Orchestra),Elvis Presley,2016,0,0,2016-12-20,"Rock 'n Roll,Pop",English,,,,,,
19085,A Blossom Fell,Nat King Cole,1943,0,0,2016-06-07,Jazz,Oldies,English,,,,,
46927,A Bottle Of Wine And Patsy Cline,Marsha Thornton,1990,0,0,2014-06-23,Country,English,,,,,,
47662,A bouche que veux-tu,Brigitte,2014,0,0,2016-06-07,"French pop,Alternative",French,,,,,,
37099,A Boy From Nowhere,Tom Jones,1987,0,0,2017-06-07,"Musical,Soft rock",English,,,,,,
22730,A Boy Like Me,Jessica Harp,2009,0,0,2011-05-31,Country,English,,,,,,
17102,A Brand New Day (Everybody Rejoice),The Wiz,1978,0,0,2017-06-15,"TV & movie soundtrack,Musical",English,,,,,,
10447,A Broken Wing,Martina McBride,1997,0,0,2011-05-31,Country,English,,,,,,
32059,A Bunch of Thyme,Foster & Allen,1978,0,0,2018-04-24,Folk,Celtic,English,,,,,
55157,A Bushel and a Peck,Doris Day,1950,0,0,2018-03-12,Pop,Oldies,English,,,,,
35557,A Call From The Vatican,Nine,2009,0,0,2011-07-26,"Musical,TV & movie soundtrack",English,,,,,,
52672,À cause de toi,Léa Castel,2016,0,0,2017-03-30,French pop,French,,,,,,
12469,A cause des garçons,A cause des garçons,1987,0,0,2012-04-27,French pop,French,,,,,,
15585,A cause des garçons,Yelle,2007,0,0,2012-05-10,"Dance,Teen pop,French pop",French,,,,,,
18302,A Certain Smile,Johnny Mathis,1958,0,0,2011-08-02,"Soft rock,Oldies",English,,,,,,
12875,A ceux qu'on aime,Alive,2004,1,0,2016-02-25,"French pop,Duet,TV & movie soundtrack,Musical",French,,,,,,
23790,A Change Is Gonna Come,Sam Cooke,1964,0,0,2011-05-30,Oldies,Soul,English,,,,,
55427,A Change Is Gonna Come,Greta Van Fleet,2017,0,0,2018-04-30,Rock,Blues,English,,,,,
21659,A Change Is Gonna Come,Seal,2008,0,0,2011-12-28,Soul,English,,,,,,
26525,A Change Is Gonna Come,Adam Lambert,2009,0,0,2011-05-30,Soul,Pop,Rock,English,,,,
45664,A chaque pas,Jonatan Cerrada,2004,0,0,2016-02-25,French pop,French,,,,,,
41394,A chi,Fausto Leali,1967,0,0,2012-09-23,Soft rock,Italian,,,,,,
27962,A Complicated Song,Weird Al Yankovic,2003,0,0,2011-11-09,"Humour,Teen pop,Rock",English,,,,,,
12189,A corps perdu,Grégory Lemarchal,2005,0,0,2014-12-08,French pop,French,,,,,,
15991,A Country Boy Can Survive,"Hank Williams, Jr.",1981,0,0,2012-05-02,Country,English,,,,,,
40159,A Cowboy And A Dancer,Tracy Byrd,2006,0,0,2013-07-30,Country,English,,,,,,
27130,A crédit et en stéréo,Eddy Mitchell,1975,0,0,2012-12-10,"Blues,French pop,Rock 'n Roll",French,,,,,,
55699,À crédit et en stéréo (La même tribu 2),Eddy Mitchell,2018,1,0,2018-06-26,"Rock 'n Roll,French pop,Duet",French,,,,,,
32030,A Criminal Mind,Lawrence Gowan,1985,0,0,2014-10-07,Rock,English,,,,,,
37681,A dada,Bourvil,1958,0,0,2016-06-05,"French pop,Oldies,Humour,TV & movie soundtrack",French,,,,,,
14476,A Day in the Life,The Beatles,1967,0,0,2011-12-14,Pop,Rock,English,,,,,
42699,A Day In The Life Of A Fool,Jack Jones,1967,0,0,2013-01-28,Pop,Latin,English,,,,,
16264,A Dear John Letter,Jean Shepard,1953,1,0,2014-03-03,Country,Duet,English,,,,,
29278,A Decade Under The Influence,Taking Back Sunday,2004,0,0,2013-11-12,Rock,English,,,,,,
20038,A Deeper Love,Aretha Franklin,1993,0,0,2011-05-31,"Dance,TV & movie soundtrack,Soul",English,,,,,,
14494,A Design for Life,Manic Street Preachers,1996,0,0,2017-01-17,Rock,Alternative,English,,,,,
21021,A Different Corner,George Michael,1986,0,0,2014-06-03,Pop,English,,,,,,
15392,A Different Kind Of Pain,Cold,2005,0,0,2012-09-05,Rock,Alternative,English,,,,,
24987,A Different World,Bucky Covington,2007,0,0,2012-04-17,Country,English,,,,,,
14631,A dios le pido,Juanes,2002,0,0,2011-06-28,Pop,Latin,Spanish,,,,,
49760,A Doodlin' Song,Peggy Lee,1963,0,0,2016-05-02,Pop,Jazz,Oldies,English,,,,
26945,A Dream Is A Wish Your Heart Makes,Cinderella (The Musical),1962,0,0,2015-03-31,Musical,English,,,,,,
29553,A Drop In The Ocean,Ron Pope,2009,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
31093,A Fallen Star,Ferlin Husky,1957,0,0,2012-04-29,Country,Oldies,English,,,,,
29039,A Favor House Atlantic,Coheed And Cambria,2004,0,0,2011-05-30,Rock,Alternative,English,,,,,
24721,A Feelin' Like That,Gary Allan,2006,0,0,2012-06-01,Country,English,,,,,,
38731,A felicidade,Antonio Carlos Jobim,1959,0,0,2012-08-09,"Latin,Jazz,TV & movie soundtrack",Portuguese,,,,,,
8415,A Fine Romance,Ella Fitzgerald,1949,1,0,2011-05-31,Jazz,Duet,Oldies,English,,,,
18310,A Fine Romance,Johnny Mercer,1955,0,0,2013-07-25,Jazz,English,,,,,,
15869,A Fire I Can't Put Out,George Strait,1982,0,0,2011-05-30,Country,English,,,,,,
44274,A fleur de peau,Valérie Carpentier,2013,0,0,2016-08-25,French pop,French,,,,,,
50773,A fleur de toi,Slimane,2014,0,0,2016-10-06,Pop,French,,,,,,
11801,A fleur de toi,Vitaa,2007,0,0,2016-02-25,"R&B,French pop",French,,,,,,
38820,A Fool For Your Stockings,ZZ Top,1979,0,0,2013-05-14,Blues,Rock,English,,,,,
31090,A Fool In Love,Tina Turner,1960,0,0,2011-06-24,"Soul,Rock 'n Roll",English,,,,,,
6654,A Fool Such As I (Now And Then),Baillie and the Boys,1990,0,0,2016-01-15,Country,English,,,,,,
38640,A Forest,The Cure,1980,0,0,2011-11-22,Alternative,Rock,English,,,,,
39455,A fuego lento,Rosana,2003,0,0,2012-06-22,Pop,Latin,Spanish,,,,,
49882,A gdy jest już ciemno,Feel,2007,0,0,2018-06-21,Rock,Pop,Polish,,,,,
19368,A Girl Like You,Edwyn Collins,1994,0,0,2011-10-08,Rock,English,,,,,,
33133,A Girl Like You,The Smithereens,1990,0,0,2012-04-02,Rock,English,,,,,,
42491,A Glass Of Champagne,Sailor,1975,0,0,2013-02-03,Pop,English,,,,,,
12679,A Good Heart,Feargal Sharkey,1985,0,0,2017-11-15,80s,English,,,,,,
55672,A Good Night,John Legend,2018,0,1,2018-06-26,Pop,Electro,Funk,English,,,,
26749,A Good Way To Get On My Bad Side,Tracy Byrd,2001,1,0,2013-12-07,Rock,Country,Duet,English,,,,
27009,A gritos de esperanza,Álex Ubago,2009,0,0,2016-02-28,"Latin,Soft rock",Spanish,,,,,,
14745,A Groovy Kind of Love,Phil Collins,1988,0,0,2011-05-31,"Love,Soft rock",English,,,,,,
32859,A Groovy Kind Of Love,Wayne Fontana & The Mindbenders,1965,0,0,2015-05-01,"Pop,Rock 'n Roll",English,,,,,,
52042,A Guy with a Girl,Blake Shelton,2016,0,0,2016-11-23,Country,Pop,English,,,,,
31349,A Happy Place,Katie Melua,2010,0,0,2016-02-25,Pop,Rock,English,,,,,
15064,A Hard Day's Night,The Beatles,1964,0,0,2011-05-31,Rock,English,,,,,,
30522,A Headache Tomorrow (Or A Heartache Tonight),Mickey Gilley,1980,0,0,2011-12-28,Love,Country,English,,,,,
42062,A Holly Jolly Christmas,Lady Antebellum,2012,0,0,2012-12-04,Christmas,Country,English,,,,,
11288,A Horse With No Name,America,1972,0,0,2007-08-22,Rock,English,,,,,,
27283,A Hundred Pounds Of Clay,Gene McDaniels,1959,0,0,2011-05-31,Pop,Oldies,English,,,,,
37737,A Hundred Sinners (Come And Get It),The Feeling,2011,0,0,2012-02-22,Rock,Pop,English,,,,,
37679,A Joinville-le-Pont,Bourvil,1952,0,0,2015-08-05,"French pop,Oldies",French,,,,,,
12615,A Kind of Magic,Queen,1986,0,0,2011-05-31,"Rock,Pop,TV & movie soundtrack",English,,,,,,
18715,A Kiss to Build a Dream On,Louis Armstrong,1951,0,0,2011-05-30,Jazz,English,,,,,,
45456,A l'envers,Rose,2006,0,0,2015-01-15,French pop,French,,,,,,
52317,A l'équilibre,Fréro Delavega,2015,1,0,2017-01-26,"French pop,Duet",French,,,,,,
44963,A l'international,Tal,2013,0,0,2014-12-24,French pop,French,,,,,,
21686,A la campagne,Bénabar,2008,0,0,2016-06-04,French pop,French,,,,,,
5027,A la claire fontaine,Comptine,1734,0,0,2008-06-26,Kids,Traditionnal,French,,,,,
11948,A la faveur de l'automne,Tété,2003,0,0,2012-08-21,French pop,French,,,,,,
40759,A la faveur de l'automne,Princess Sarah,2012,0,0,2012-09-11,French pop,French,,,,,,
42351,A la Huella a la Huella,Florent Pagny,2012,0,0,2013-01-21,Christmas,Latin,Spanish,,,,,
51717,A la plus haute branche,Céline Dion,2016,0,0,2016-10-11,French pop,French,,,,,,
15077,A Lifetime,Better Than Ezra,2005,0,0,2011-06-03,Pop,Rock,Alternative,English,,,,
42179,"A Little Bit Country, A Little Bit Rock 'N Roll",Donny Osmond,1976,0,0,2013-01-31,"Country,Rock 'n Roll,Pop,TV & movie soundtrack",English,,,,,,
39972,A Little Bit Is Better Than Nada,Texas Tornados,1996,0,0,2013-02-26,Country,Latin,English,,,,,
29600,A Little Bit Lonesome,Kasey Chambers,2002,0,0,2011-05-31,Country,English,,,,,,
20749,A Little Bit Longer,Jonas Brothers,2008,0,0,2011-05-31,Teen pop,English,,,,,,
31787,A Little Bit More,Dr. Hook & The Medicine Show,1976,0,0,2011-07-24,Soft rock,English,,,,,,
45082,A Little Bit More,911,1999,0,0,2013-10-08,Pop,English,,,,,,
42996,A Little Bit Of Good,Chicago (The Musical),1975,0,0,2013-11-08,Musical,English,,,,,,
32860,"A Little Bit Of Me, A Little Bit Of You",The Monkees,1967,0,0,2013-12-07,Rock,English,,,,,,
28653,A Little Bit Of Soap,The Jarmels,1961,0,0,2011-05-31,Soul,English,,,,,,
34644,A Little Bit Stronger,Sara Evans,2010,0,0,2011-05-31,"Country,TV & movie soundtrack",English,,,,,,
30067,A Little Bitty Tear,Burl Ives,1962,0,0,2011-05-31,Pop,Oldies,English,,,,,
16828,A Little Bluer Than That,Alan Jackson,2002,0,0,2013-04-19,Country,English,,,,,,
55977,A Little Dive Bar in Dahlonega,Ashley McBryde,2017,0,0,2018-08-28,Country,English,,,,,,
7573,A Little Gasoline,Terri Clark,2000,0,0,2018-02-13,Country,English,,,,,,
18834,A Little Girl From Little Rock,Marilyn Monroe,1953,0,0,2017-04-27,"Jazz,TV & movie soundtrack,Oldies",English,,,,,,
6860,A Little Less Conversation,Junkie XL,2002,0,0,2007-05-18,"Electro,Rock 'n Roll,Dance",English,,,,,,
8765,A Little Less Conversation,Elvis Presley,1968,0,0,2011-05-30,"Rock,Oldies,Rock 'n Roll",English,,,,,,
5885,A Little Less Talk And A Lot More Action,Toby Keith,1993,0,0,2014-04-14,"Country,Rock 'n Roll,Blues",English,,,,,,
29378,A Little More Country Than That,Easton Corbin,2009,0,0,2011-05-30,Country,English,,,,,,
21732,A Little More Love,Olivia Newton-John,1978,0,0,2011-05-30,Soft rock,English,,,,,,
24679,A Little More You,Little Big Town,2007,0,0,2011-08-20,Country,English,,,,,,
44334,A Little Party Never Killed Nobody (All We Got),Fergie,2013,0,0,2014-01-21,"TV & movie soundtrack,Dance,Pop,Electro,Rap",English,,,,,,
9171,A Little Past Little Rock,Lee Ann Womack,1998,0,0,2011-10-20,Country,English,,,,,,
44999,A Little Ray Of Sunshine,Axiom,1970,0,0,2013-10-26,Rock,English,,,,,,
13001,A Little Time,The Beautiful South,1990,1,0,2011-05-31,"Soft rock,Duet",English,,,,,,
24157,A Little Too Late,Toby Keith,2006,0,0,2011-05-31,Country,English,,,,,,
53280,A Little Too Much,Shawn Mendes,2014,0,0,2017-07-10,Pop,English,,,,,,
30630,A lo clasico,Daddy Yankee,2000,0,0,2013-08-15,Rap,Spanish,,,,,,
11213,A Long December,Counting Crows,1996,0,0,2015-07-31,"Pop,Soft rock",English,,,,,,
16297,A Long Walk,Jill Scott,2001,0,0,2013-02-18,Soul,R&B,English,,,,,
43905,A Love Before Time,CoCo Lee,2000,0,0,2013-07-24,"TV & movie soundtrack,Pop",English,,,,,,
54547,A Love So Beautiful (with The Royal Philharmonic Orchestra),Roy Orbison,2017,0,0,2017-12-30,Soft rock,English,,,,,,
30973,A Love Worth Waiting For,Shakin' Stevens,1987,0,0,2011-09-24,"Rock 'n Roll,80s",English,,,,,,
52497,A Lovely Night,La La Land,2016,1,0,2017-02-13,"Musical,TV & movie soundtrack,Duet",English,,,,,,
31096,A Lovely Way To Spend An Evening,Johnny Mathis,1943,0,0,2012-01-31,Oldies,Jazz,English,,,,,
9064,A Lover's Concerto,The Toys,1967,0,0,2011-09-23,Oldies,English,,,,,,
27145,A ma fille,Charles Aznavour,1964,0,0,2011-08-29,French pop,French,,,,,,
41931,A ma manière,Ginette Reno,1977,0,0,2016-02-25,French pop,French,,,,,,
30557,A ma manière,Dalida,1980,0,0,2016-06-04,French pop,French,,,,,,
5455,A ma place,Axel Bauer,2000,1,0,2014-12-23,"French pop,Duet",French,,,,,,
28863,A Man And A Woman,Herbie Mann,1967,0,0,2012-01-16,"Love,Pop,TV & movie soundtrack",English,,,,,,
9596,A Man Without Love,Engelbert Humperdinck,1968,0,0,2011-05-31,Pop,Love,English,,,,,
53089,A Mann für Amore,DJ Ötzi,2016,0,0,2017-05-31,Schlager,German,,,,,,
38323,A Marshmallow World,Dean Martin,1966,0,0,2012-11-06,Christmas,Oldies,English,,,,,
17132,A Matter of Trust,Billy Joel,1986,0,0,2011-05-31,Rock,English,,,,,,
39050,A media luz,Julio Iglesias,1995,0,0,2012-12-11,Latin,Pop,Spanish,,,,,
7008,A Mess Of Blues,Elvis Presley,1968,0,0,2014-07-05,"Blues,Rock 'n Roll,Oldies",English,,,,,,
13661,"A Message to You, Rudy",The Specials,1979,0,0,2011-05-30,"Ska,Reggae,TV & movie soundtrack",English,,,,,,
25029,A mi manera (Comme d'habitude),The Gipsy Kings,1988,0,0,2016-06-05,Latin,Love,Spanish,,,,,
24205,A Mighty Fortress Is Our God,Gospel Singer,1529,0,0,2011-05-30,Gospel,Christian,English,,,,,
54922,A Million Dreams,The Greatest Showman,2017,0,0,2018-02-08,"TV & movie soundtrack,Musical",English,,,,,,
54965,A Million Dreams (Reprise),The Greatest Showman,2017,0,0,2018-01-30,"Musical,TV & movie soundtrack",English,,,,,,
13003,A Million Love Songs,Take That,1992,0,0,2011-05-31,Pop,English,,,,,,
48106,A Million Miles Away,Aladdin (Musical),2011,0,0,2015-05-05,Musical,Kids,English,,,,,
8632,A Million To One,Jimmy Charles,1961,0,0,2012-10-27,Oldies,English,,,,,,
46558,A Mind Of Its Own,Victoria Beckham,2002,0,0,2014-04-07,Pop,English,,,,,,
32067,A Moment Changes Everything,David Gray,2010,0,0,2016-02-25,Pop,Rock,English,,,,,
11660,A Moment Like This,Leona Lewis,2006,0,0,2012-05-02,"Love,Soft rock",English,,,,,,
5576,A Moment Like This,Kelly Clarkson,2003,0,0,2007-05-04,Pop,Love,English,,,,,
40902,A mon fils,Joe Dassin,1982,0,0,2016-06-05,French pop,French,,,,,,
6836,A Natural Man,Lou Rawls,1971,0,0,2011-08-29,Pop,English,,,,,,
8207,A New Day Has Come,Céline Dion,2002,0,0,2007-05-04,Pop,English,,,,,,
32221,A New England,Kirsty MacColl,1984,0,0,2015-02-20,Pop,Rock,English,,,,,
34093,A New Flame,Simply Red,1989,0,0,2016-02-12,Pop,Soul,Rock,English,,,,
21909,A New Level,Pantera,1992,0,1,2017-03-23,Hard/Metal,English,,,,,,
53923,A New Moon Over My Shoulder,Gerry Guthrie,2016,0,0,2017-08-31,Country,English,,,,,,
37423,A Night In Tunisia,Ella Fitzgerald,1989,0,0,2011-12-22,Jazz,English,,,,,,
28691,A Night Like This,Caro Emerald,2009,0,0,2011-11-04,Pop,English,,,,,,
21335,A Night To Remember,Shalamar,1982,0,0,2014-03-31,Disco,English,,,,,,
21549,A Night To Remember,High School Musical 3,2008,0,0,2015-04-15,"Musical,Teen pop,TV & movie soundtrack",English,,,,,,
5392,A Night To Remember,Liberty X,2005,0,0,2011-05-31,Funk,Disco,Pop,English,,,,
41460,A Nightingale Sang In Berkeley Square,Bobby Darin,1962,0,0,2012-09-05,Jazz,Oldies,English,,,,,
33124,A Nightingale Sang In Berkeley Square,Vera Lynn,1940,0,0,2014-07-05,Jazz,Oldies,English,,,,,
34016,A Nightingale Sang In Berkeley Square,Nat King Cole,1961,0,0,2011-05-30,Oldies,Jazz,English,,,,,
51713,A Nightingale Sang in Berkeley Square,Harry Connick Jr.,1990,0,0,2016-09-17,Love,Jazz,English,,,,,
12453,A nos actes manqués,Fredericks Goldman Jones,1991,1,0,2015-09-22,"French pop,Zouk/Creole,Duet",French,,,,,,
36755,A nos actes manqués,M. Pokora,2011,0,0,2015-09-21,French pop,French,,,,,,
45853,A Pain That I'm Used To,Depeche Mode,2005,0,0,2014-02-05,Alternative,80s,Rock,English,,,,
20431,A Paris,Yves Montand,1948,0,0,2011-12-01,"Musette,Oldies,French pop",French,,,,,,
41160,A Paris,Ishtar,2016,0,0,2016-10-01,"Oriental,French pop,Dance",French,,,,,,
48010,A Paris,Zaz,2014,0,0,2014-12-03,"French pop,Jazz",French,,,,,,
44767,A Perfectly Good Heart,Taylor Swift,2006,0,0,2013-09-10,Country,Pop,English,,,,,
