,title,artist,,,,,,,,,,,,
13795,Miami,Will Smith,1998,0,0,2014-09-22,Rap,Dance,Pop,English,,,,
34157,Miami 2 Ibiza,Swedish House Mafia,2010,0,0,2016-02-25,Dance,Electro,English,,,,,
32845,Miami 2017 (Seen The Lights Go Out On Broadway),Billy Joel,1981,0,0,2014-09-30,Rock,English,,,,,,
14729,"Miami, My Amy",Keith Whitley,1986,0,0,2018-03-09,Country,Love,English,,,,,
52420,Mich hat ein Engel geküsst,Mickie Krause,2017,0,0,2017-02-08,Schlager,Dance,German,,,,,
28056,"Michael, Row The Boat Ashore",The Highwaymen,1961,0,0,2011-05-30,Folk,English,,,,,,
40244,Michaela,Bata Illic,1972,0,0,2016-08-21,Schlager,German,,,,,,
30341,Michel,Anouk,2008,0,0,2011-05-30,Pop,Folk,English,,,,,
12789,Michelle,The Beatles,1965,0,0,2011-08-30,Pop,English,,,,,,
14481,Mickey,Toni Basil,1981,0,0,2011-11-30,Pop,Rock,English,,,,,
14076,Midas Touch,Midnight Star,1986,0,0,2011-05-31,Dance,Funk,Soul,80s,English,,,
53165,Middle Finger,Missio,2017,0,0,2017-10-11,Electro,English,,,,,,
51799,Middle of a Memory,Cole Swindell,2016,0,0,2016-12-01,Country,Pop,Love,English,,,,
47723,Middle Of The Bed,Lucy Rose,2011,0,0,2016-11-25,Alternative,Folk,English,,,,,
55028,Midi sur novembre,Louane,2017,0,0,2018-02-13,French pop,French,,,,,,
41687,Midnight Angel,Jimmy Rankin,2001,0,0,2016-02-25,Folk,Country,English,,,,,
14265,Midnight at the Oasis,The Brand New Heavies,1994,0,0,2011-05-31,Funk,Soul,Jazz,English,,,,
30883,Midnight At The Oasis,Maria Muldaur,1973,0,0,2011-11-29,Folk,Pop,English,,,,,
48072,Midnight Blue,Lou Gramm,1987,0,0,2014-12-26,Pop,Rock,English,,,,,
35970,Midnight Blue,Electric Light Orchestra,1979,0,0,2011-05-30,"Pop,Soft rock",English,,,,,,
48914,Midnight Blue En Irlande,Michèle Torr,1982,0,0,2016-02-25,"French pop,80s",French,,,,,,
39234,Midnight Blues,Gary Moore,1990,0,0,2012-02-07,Blues,Rock,English,,,,,
36514,Midnight Bottle,Colbie Caillat,2007,0,0,2012-01-25,"Pop,Soft rock",English,,,,,,
18219,Midnight Confessions,The Grass Roots,1968,0,0,2012-09-16,Pop,Rock,English,,,,,
50707,Midnight Flyer,The Eagles,1974,0,0,2016-04-19,Country,Folk,English,,,,,
55740,Midnight in Harlem,Tedeschi Trucks Band,2011,0,0,2018-07-10,Love,Blues,Rock,English,,,,
6649,Midnight In Montgomery,Alan Jackson,1991,0,0,2016-06-06,Country,English,,,,,,
55736,Midnight Lady,Chris Norman,1986,0,0,2018-08-20,Love,English,,,,,,
42854,Midnight Man,Renee Olstead,2009,0,0,2013-03-13,Jazz,Pop,Soul,English,,,,
45897,Midnight Memories,One Direction,2013,0,0,2014-03-05,"Teen pop,Pop,Rock",English,,,,,,
34897,Midnight Radio,Hedwig And The Angry Inch,2001,0,0,2011-07-27,"TV & movie soundtrack,Rock",English,,,,,,
48325,Midnight Rider,The Allman Brothers Band,1970,0,0,2015-01-20,Blues,Rock,Country,English,,,,
15958,Midnight Rider,Gregg Allman,1973,0,0,2016-04-11,Rock,Country,English,,,,,
23941,Midnight Romeo,Push Play,2009,0,0,2011-11-09,Pop,Rock,English,,,,,
32776,Midnight Special,Johnny Rivers,1965,0,0,2011-11-30,Rock 'n Roll,English,,,,,,
40982,Midnight Sun,Garth Brooks,2008,0,0,2013-07-16,Country,English,,,,,,
54653,Midnight Train,Sam Smith,2017,0,0,2018-01-08,Pop,English,,,,,,
11284,Midnight Train to Georgia,Gladys Knight & The Pips,1973,0,0,2011-05-31,Soul,Funk,English,,,,,
44297,Midnight Train To Georgia,Neil Diamond,2010,0,0,2013-07-22,"Pop,Soft rock,Soul",English,,,,,,
55077,Midnight Train to Memphis,Chris Stapleton,2017,0,0,2018-02-14,Country,Blues,Rock,English,,,,
33874,Midnite Dynamos,Matchbox,1980,0,0,2018-06-14,"Pop,Rock,Rock 'n Roll",English,,,,,,
36062,Mientes,Camila,2009,0,0,2011-05-31,"Pop,Soft rock,TV & movie soundtrack,Latin",Spanish,,,,,,
20575,Mieux qu'ici-bas,Isabelle Boulay,2001,0,0,2012-08-29,French pop,French,,,,,,
48824,Mieux que nous,M. Pokora,2015,1,0,2016-03-25,"French pop,R&B,Duet",French,,,,,,
50839,Might as well Get Stoned,Chris Stapleton,2015,0,0,2016-04-15,Country,Rock,English,,,,,
23891,Might Have Been,Steve Holy,2008,0,0,2012-05-23,Country,English,,,,,,
25194,Mighty 'O',OutKast,2006,0,0,2012-11-05,Rap,English,,,,,,
27824,Mighty Mouse,TV Theme,1956,0,0,2011-05-30,TV & movie soundtrack,English,,,,,,
40269,Mighty Quinn,Gotthard,1996,0,0,2012-06-13,Rock,Hard/Metal,English,,,,,
32372,Mignon mignon,René La Taupe,2010,0,0,2016-08-25,Humour,Dance,Kids,French,,,,
51654,Migraine,Twenty One Pilots,2013,0,0,2016-12-16,Rock,Alternative,Rap,English,,,,
23949,Migrate,Mariah Carey,2008,0,0,2013-12-09,R&B,English,,,,,,
39024,Mijn hart gaat zo tekeer,Frans Bauer,2011,0,0,2016-06-05,Schlager,Dutch,,,,,,
22202,Mijn leven is van mij,Pia Douwes,1999,0,0,2016-03-24,Soft rock,Dutch,,,,,,
44134,Mijn liefde,Gerard Joling,2013,1,0,2013-10-24,Schlager,Reggae,Duet,Dutch,,,,
30397,Mijn naam dat is Marina,Django Wagner,2010,0,0,2016-08-25,Schlager,Pop,Dutch,,,,,
38358,Mijn woord,Thomas Berge,2011,0,0,2016-06-04,Pop,Dutch,,,,,,
48137,Miles And Miles Of Texas,Asleep At The Wheel,1976,0,0,2014-12-23,Country,English,,,,,,
21849,Miljoona Ruusua,Vera Telenius,1984,0,0,2012-06-08,Soft rock,Finnish,,,,,,
13535,Milkshake,Kelis,2003,0,0,2011-05-31,Pop,R&B,English,,,,,
40827,Mille après mille,Isabelle Boulay,2011,0,0,2016-06-05,"French pop,Country",French,,,,,,
12653,Mille colombes,Mireille Mathieu,1977,0,0,2015-02-11,French pop,French,,,,,,
35874,Mille jours,Marie-Mai,2007,0,0,2016-02-18,"Teen pop,Love,French pop",French,,,,,,
43702,Mille passi,Chiara Galiazzo,2013,1,0,2016-04-01,Pop,Duet,Italian,,,,,
8523,Millennium,Robbie Williams,1998,0,0,2015-09-14,Pop,English,,,,,,
12776,Millésime,Pascal Obispo,2001,0,0,2016-06-04,French pop,French,,,,,,
24799,Million Dollar Bill,Whitney Houston,2009,0,0,2011-05-31,Funk,R&B,Soul,English,,,,
39881,Million Dollar Man,Lana Del Rey,2012,0,0,2012-10-30,Pop,Alternative,English,,,,,
52118,Million Eyes,Loïc Nottet,2016,0,0,2016-12-09,Pop,80s,English,,,,,
26222,Million Miles,Fuel,2004,0,0,2014-11-06,Hard/Metal,Rock,English,,,,,
46182,Million Pound Girl (Badder Than Bad),Fuse ODG,2013,0,0,2016-02-25,Zouk/Creole,Dance,English,,,,,
51926,Million Reasons,Lady Gaga,2016,0,0,2016-10-28,Pop,English,,,,,,
53530,Million Reasons,Postmodern Jukebox,2017,0,0,2017-08-18,Pop,English,,,,,,
42028,Million Voices,Otto Knows,2012,0,0,2016-02-25,Electro,Dance,Instrumental,,,,,
50200,Million Years Ago,Adele,2015,0,0,2016-08-23,Pop,Folk,English,,,,,
54451,Millionaire,Chris Stapleton,2017,0,0,2017-11-24,Country,English,,,,,,
14115,Millionaire,Kelis,1987,0,0,2013-11-08,Pop,R&B,80s,English,,,,
54156,Millionen Farben,Gestört aber GeiL,2017,0,0,2017-10-09,Electro,Dance,German,,,,,
43662,Millionen lichter,Christina Stürmer,2013,0,0,2016-06-05,Pop,Rock,German,,,,,
49809,Millionnaire,Soprano,2014,0,0,2016-12-23,"R&B,French pop,Rap,Electro",French,,,,,,
5908,Milord,Edith Piaf,1959,0,0,2011-05-31,"Oldies,French pop",French,,,,,,
32348,Mimi,Maurice Chevalier,1932,0,0,2011-11-15,Oldies,Pop,English,,,,,
41010,"Mind Eraser, No Chaser",Them Crooked Vultures,2009,0,0,2013-12-07,Rock,Alternative,Hard/Metal,English,,,,
18260,Mind Games,John Lennon,1973,0,0,2016-02-09,"Soft rock,Pop",English,,,,,,
29383,Mind Trick,Jamie Cullum,2005,0,0,2011-05-31,Pop,English,,,,,,
6610,Mind Your Own Business,"Hank Williams, Jr.",1957,0,0,2011-12-15,Country,English,,,,,,
55389,Mine,Bazzi,2017,0,1,2018-04-27,Pop,English,,,,,,
48148,Mine,Glee,2012,0,0,2014-12-26,"Pop,TV & movie soundtrack",English,,,,,,
32600,Mine,Taylor Swift,2010,0,0,2011-05-30,Country,Pop,English,,,,,
51159,Mine Again,Mariah Carey,2005,0,0,2018-05-03,R&B,Love,Soul,Pop,English,,,
6816,Mine All Mine,SHeDAISY,2002,0,0,2012-02-09,Country,English,,,,,,
47975,Mine Would Be You,Blake Shelton,2013,0,0,2018-01-24,Country,English,,,,,,
41670,Ming eetste Fründin,Bläck Fööss,1976,0,0,2016-06-05,Folk,Schlager,German,,,,,
46416,Mini World,Indila,2014,0,0,2014-03-31,French pop,French,,,,,,
20393,Minnie Petite Souris,Henri Salvador,1963,0,0,2016-09-23,French pop,French,,,,,,
9222,Minnie The Moocher,Cab Calloway,1924,0,0,2007-07-06,Blues,Jazz,Oldies,English,,,,
31748,Minnie The Moocher,The Blues Brothers,1980,0,0,2012-01-02,"Jazz,Blues,TV & movie soundtrack",English,,,,,,
45745,Minnie The Moocher,Robbie Williams,2013,0,0,2013-12-08,Jazz,English,,,,,,
34489,"Minuit, chrétiens",Bruno Pelletier,1997,0,0,2011-12-06,Christmas,Christian,Classical,French,,,,
43718,Minute By Minute,The Doobie Brothers,1978,0,0,2013-06-01,"Soul,Pop,Soft rock",English,,,,,,
19624,Mir San A Bayrische Band,Spider Murphy Gang,1983,0,0,2017-07-24,Rock 'n Roll,German,,,,,,
22294,Miracle,Ilse DeLange,2009,0,0,2011-12-01,Soft rock,English,,,,,,
50787,Miracle,Julian Perretta,2015,0,0,2016-04-15,Pop,Electro,English,,,,,
16971,Miracle,Whitney Houston,1991,0,0,2011-12-18,Pop,Soul,English,,,,,
14548,Miracle,Cascada,2004,0,0,2008-03-07,Dance,Electro,English,,,,,
43176,Miracles Happen (When You Believe),Myra,2001,0,0,2013-03-16,"Teen pop,Pop,Dance",English,,,,,,
54733,Miraculous,Lou,2017,0,0,2018-01-23,"TV & movie soundtrack,Kids,French pop",French,,,,,,
41879,Mirador,Johnny Hallyday,1989,0,0,2016-02-25,French pop,French,,,,,,
39899,Mirror,Lil Wayne,2011,0,0,2016-02-25,Rap,English,,,,,,
49085,Mirror Man,Ella Henderson,2014,0,0,2015-05-28,Pop,Rock,Alternative,Electro,English,,,
49382,Mirror Mirror,Marina Kaye,2015,0,0,2015-07-07,Pop,Electro,English,,,,,
36816,Mirrors,Natalia Kills,2010,0,0,2011-10-20,Electro,Pop,English,,,,,
12711,Mirza,Nino Ferrer,1965,0,0,2016-02-25,"French pop,Humour",French,,,,,,
38590,Mis Deseos / Feliz Navidad,Michael Bublé,2011,1,0,2011-11-25,Christmas,Latin,Jazz,Duet,Spanish,English,,
50624,Mis je zo graag,Claudia de Breij,2016,0,0,2016-03-02,Soft rock,Dutch,,,,,,
12066,Mise au point,Jakie Quartz,1983,0,0,2011-05-31,"French pop,80s",French,,,,,,
16764,Mise au point,Leslie,2007,0,0,2011-05-31,R&B,French,,,,,,
26926,Misery,Pink,2001,1,0,2011-05-31,Pop,Duet,Rock,English,,,,
32038,Misery,Maroon 5,2010,0,0,2011-05-30,Pop,Rock,English,,,,,
35798,Misery,Soul Asylum,1995,0,0,2012-08-09,Rock,Alternative,English,,,,,
21172,Misery,The Beatles,1963,0,0,2011-05-31,Pop,Rock,English,,,,,
51406,Misery,Gwen Stefani,2016,0,0,2016-07-01,Pop,English,,,,,,
35342,Misery (Acoustic),Maroon 5,2010,0,0,2011-10-28,Rock,Pop,English,,,,,
25405,Misirlou,Dick Dale & The Del-Tones,1962,0,0,2011-12-18,"Rock 'n Roll,Rock,TV & movie soundtrack",Instrumental,,,,,,
47103,Miss America,Santiana,1975,0,0,2018-07-09,French pop,French,,,,,,
51425,Miss California,Mathieu Canaby,2016,0,0,2016-07-22,"French pop,Dance,Electro",English,French,,,,,
43612,Miss Chatelaine,k.d. lang,1992,0,0,2013-05-31,Pop,Jazz,English,,,,,
24507,Miss France,Helmut Fritz,2009,0,0,2016-02-25,Dance,Humour,Electro,French,,,,
37714,Miss Maggie,Renaud,1985,0,0,2016-06-05,French pop,French,,,,,,
20835,Miss Me Blind,Culture Club,1984,0,0,2016-11-25,Pop,80s,English,,,,,
54572,Miss Me More,Kelsea Ballerini,2017,0,0,2018-01-09,Pop,Country,English,,,,,
45042,Miss Movin' On,Fifth Harmony,2013,0,0,2013-11-06,"Teen pop,Pop",English,,,,,,
14876,Miss Murder,Afi,2006,0,0,2012-01-22,Rock,Alternative,English,,,,,
34305,Miss Nothing,The Pretty Reckless,2010,0,0,2011-05-31,Alternative,Rock,Punk/Grunge,English,,,,
25901,Miss Otis Regrets,Bette Midler,1990,0,0,2016-10-01,Jazz,English,,,,,,
16868,Miss You,The Rolling Stones,1978,0,0,2011-09-15,Rock,English,,,,,,
54151,Miss You,Groove Da Praia,2005,0,0,2017-10-27,Latin,Jazz,English,,,,,
55174,Miss You,Carla Bruni,2017,0,0,2018-03-06,"Soft rock,Pop",English,,,,,,
37868,Miss You In A Heartbeat,Def Leppard,1993,0,0,2011-10-08,"Soft rock,Rock",English,,,,,,
24427,Miss You Most (At Christmas Time),Mariah Carey,1994,0,0,2011-05-31,Christmas,Pop,English,,,,,
45003,Miss You Much,Janet Jackson,1989,0,0,2016-02-22,R&B,Pop,80s,English,,,,
34685,Miss You Nights,Cliff Richard,1976,0,0,2016-03-08,Love,English,,,,,,
21135,Missä Miehet Ratsastaa,Teräsbetoni,2008,0,0,2012-06-08,Hard/Metal,Rock,Finnish,,,,,
54065,Missin' You Crazy,Jon Pardi,2012,0,0,2017-10-23,Country,Rock,English,,,,,
52425,Missing,William Michael Morgan,2016,0,0,2017-03-16,Country,English,,,,,,
24593,Missing,Evanescence,2004,0,0,2011-05-30,"Alternative,Soft rock",English,,,,,,
25195,Missing Missouri,Sara Evans,2007,0,0,2013-10-16,Country,English,,,,,,
52685,Missing You,Chris De Burgh,1988,0,0,2017-03-01,"Pop,Soft rock",English,,,,,,
34367,Missing You,Tamia,1996,0,0,2011-10-23,Soul,R&B,English,,,,,
10986,Missing You,The Mavericks,1995,0,0,2017-02-27,Country,English,,,,,,
31353,Missing You,The Saturdays,2010,0,0,2011-05-31,"Pop,Electro,Teen pop",English,,,,,,
40743,Missing You,Tyler Hilton,2006,0,0,2016-02-25,Pop,Rock,English,,,,,
10344,Missing You (duet),John Waite,2007,1,0,2011-05-31,"Soft rock,Duet",English,,,,,,
25866,Missing You Now,Michael Bolton,1992,0,0,2011-05-31,"Soft rock,Pop",English,,,,,,
25260,Mission Temple Fireworks Stand,Sawyer Brown,2005,0,0,2011-05-31,Country,English,,,,,,
27674,Mississippi,Pussycat,1976,0,0,2012-03-20,Country,English,,,,,,
19259,Mississippi (German Version),Pussycat,1992,0,0,2017-10-16,Country,German,,,,,,
11569,Mississippi Girl,Faith Hill,2005,0,0,2011-05-30,Country,English,,,,,,
27441,Mississippi Queen,Mountain,1970,0,0,2011-10-31,Rock,English,,,,,,
25045,Mississippi Queen,Ozzy Osbourne,2005,0,0,2011-11-16,Hard/Metal,English,,,,,,
9824,Mississippi Squirrel Revival,Ray Stevens,1984,0,0,2018-06-26,Humour,Country,English,,,,,
5336,Mistaken Identity,Delta Goodrem,2005,0,0,2011-05-30,"Pop,Soft rock",English,,,,,,
20461,Mister Hyde,Philippe Chatel,1978,0,0,2012-05-03,French pop,French,,,,,,
35612,Mister Meadowlark,1940s Standards,1940,0,0,2012-06-06,Jazz,Oldies,English,,,,,
24491,Mister Officer,Jypsi,2009,0,0,2012-05-24,Country,English,,,,,,
14373,Misterios del amor,Luis Miguel,2005,0,0,2012-07-21,"Folk,Pop,Soft rock,Latin",Spanish,,,,,,
38586,Mistletoe,Justin Bieber,2011,0,0,2011-11-22,"Christmas,Teen pop,R&B",English,,,,,,
31719,Mistletoe And Wine,Cliff Richard,1988,0,0,2014-12-18,Christmas,Pop,English,,,,,
5117,Mistral gagnant,Renaud,1985,0,0,2014-01-13,French pop,French,,,,,,
46924,Mistral gagnant,Coeur de pirate,2014,0,0,2014-06-23,French pop,French,,,,,,
38462,Mistral gagnant,Les Enfoirés,1998,1,0,2014-01-13,"French pop,Duet",French,,,,,,
14014,Mistral gagnant,Lara Fabian,2003,0,0,2014-01-13,French pop,French,,,,,,
16379,Misty,Johnny Mathis,1959,0,0,2015-04-22,Jazz,English,,,,,,
19219,Misty,Sarah Vaughan,1959,0,0,2016-03-08,Jazz,Oldies,English,,,,,
24838,Misty,Ella Fitzgerald,1967,0,0,2011-05-30,Jazz,Love,Soul,Oldies,English,,,
50987,Misty,Julie London,1960,0,0,2016-04-20,Jazz,Love,English,,,,,
21274,Misty,Ray Stevens,1975,0,0,2013-04-22,Country,English,,,,,,
47917,Misty,Forever Gentlemen,2014,1,0,2015-02-18,Jazz,Love,Duet,Oldies,English,,,
55504,Misty,Frank Sinatra,1962,0,0,2018-06-05,Jazz,Love,English,,,,,
31320,Misty (live),Liane Foly,1994,0,0,2011-05-31,Jazz,English,,,,,,
20914,Misty Blue,Dorothy Moore,1976,0,0,2011-12-19,Love,Soul,English,,,,,
35988,Misty Blue,Engelbert Humperdinck,1967,0,0,2016-06-07,Love,English,,,,,,
39852,Mit 17 fängt das Leben erst an,Ivo Robic,1961,0,0,2012-03-26,Oldies,Schlager,German,,,,,
34039,Mit 18,Marius Müller-Westernhagen,1991,0,0,2011-11-25,Blues,Rock,German,,,,,
19485,Mit 66 Jahren,Udo Jürgens,1992,0,0,2014-12-23,Schlager,Blues,German,,,,,
53458,Mit dem wind,Helene Fischer,2017,0,0,2017-07-21,Schlager,German,,,,,,
51572,Mit dir chilln,Revolverheld,2006,0,0,2016-09-02,Rock,Pop,Alternative,German,,,,
53664,Mit jedem Herzschlag,Helene Fischer,2017,0,0,2017-08-14,Schlager,German,,,,,,
45382,Mit keinem Andern,Helene Fischer,2013,0,0,2014-03-13,Schlager,German,,,,,,
19257,Mit Pfefferminz Bin Ich Dein Prinz,Marius Müller-Westernhagen,1978,0,0,2016-06-04,Rock 'n Roll,German,,,,,,
35648,Mit verbundenen Augen,Bata Illic,1968,0,0,2013-01-31,Schlager,German,,,,,,
50714,Mit vollen Händen,Sarah Connor,2015,0,0,2016-03-07,Pop,Schlager,German,,,,,
42579,Mit'n Frosch im Hois und Schwammerl in de Knia,Spider Murphy Gang,1981,0,0,2016-06-05,Rock 'n Roll,German,,,,,,
24610,Mitten im paradies,Helene Fischer,2007,0,0,2012-08-06,Schlager,German,,,,,,
49577,Mitten Unterm Jahr,Christina Stürmer,2006,0,0,2016-07-22,"Pop,Soft rock",German,,,,,,
21513,Mittenrein ins Glück,Claudia Jung,2003,0,0,2012-02-13,Schlager,Electro,Pop,German,,,,
51266,Mixed Drinks About Feelings,Eric Church,2015,1,0,2016-06-07,Country,Love,Duet,English,,,,
47029,Mme Pavoshko,Black M,2014,0,0,2015-06-06,"Rap,French pop",French,,,,,,
46450,Mmm Yeah,Austin Mahone,2014,0,0,2016-02-25,"Teen pop,Dance,Pop",English,,,,,,
11381,"Mmm, Mmm, Mmm, Mmm",Crash Test Dummies,1993,0,0,2011-05-31,Pop,Rock,English,,,,,
10221,MMMBop,Hanson,1997,0,0,2011-09-30,Pop,Rock,English,,,,,
51660,MMMbop,Postmodern Jukebox,2016,0,0,2016-09-17,"Pop,Rock 'n Roll",English,,,,,,
27643,Mo Money Mo Problems,The Notorious B.I.G.,1997,0,0,2011-10-16,Rap,Funk,English,,,,,
30719,Mockin' Bird Hill,Patti Page,1952,0,0,2011-05-31,Kids,Oldies,Country,English,,,,
50751,Mockingbird,Carly Simon,1974,1,0,2018-07-11,Pop,Rock,Duet,English,,,,
11539,Mockingbird,Toby Keith,2004,1,0,2011-05-31,Country,Duet,English,,,,,
35613,Mockingbird,Inez & Charlie Foxx,1963,1,0,2013-10-23,Soul,Duet,English,,,,,
8133,Modern Day Bonnie And Clyde,Travis Tritt,2000,0,0,2017-07-21,Country,English,,,,,,
12739,Modern Love,David Bowie,1983,0,0,2011-05-31,Rock,80s,English,,,,,
24313,Modern Woman,Billy Joel,1986,0,0,2011-06-03,Pop,80s,English,,,,,
43571,Modern World,Anouk,2007,0,1,2013-07-01,Rock,Pop,Alternative,English,,,,
54054,Modeste Song,Ikke Hüftgold,2017,0,0,2017-09-25,Schlager,German,,,,,,
29277,Moeder hoe kan ik je danken,Danny De Munk,1984,0,0,2016-08-20,Soft rock,Dutch,,,,,,
52958,Moi aimer toi,Vianney,2016,0,0,2017-05-22,French pop,French,,,,,,
20419,Moi j'aime le music-hall,Charles Trenet,1955,0,0,2011-09-19,French pop,French,,,,,,
26718,Moi je suis tango (Libertango),Guy Marchand,1975,0,0,2018-08-22,"French pop,Latin",French,Spanish,,,,,
38437,"Moi, mes souliers",Félix Leclerc,1998,0,0,2016-03-30,French pop,French,,,,,,
10690,Moi... Lolita,Alizée,2000,0,0,2016-09-30,"French pop,Teen pop,Dance",French,,,,,,
12392,Moi... Lolita,Julien Doré,2007,0,0,2016-02-25,"Rock,French pop,Alternative",French,,,,,,
33720,Moliendo Cafe,Julio Iglesias,1976,0,0,2011-08-01,Pop,Latin,Spanish,,,,,
44582,Molina,Creedence Clearwater Revival,1972,0,0,2013-08-07,"Rock,Rock 'n Roll",English,,,,,,
41524,Molly Malone,The Dubliners,1977,0,0,2013-01-16,Celtic,Folk,English,,,,,
39769,Molly's Chambers,Kings of Leon,2003,0,0,2015-01-22,Rock,Alternative,English,,,,,
51317,Mom,Meghan Trainor,2016,0,0,2016-06-24,Pop,R&B,English,,,,,
48057,Mom,Garth Brooks,2014,0,0,2014-12-11,Country,English,,,,,,
36305,Moment 4 Life,Nicki Minaj,2010,0,1,2011-06-01,Rap,R&B,English,,,,,
40157,Moments,One Direction,2011,0,0,2012-05-11,"Teen pop,Pop",English,,,,,,
25046,Moments,Emerson Drive,2007,0,0,2011-05-30,"Soft rock,Country",English,,,,,,
31451,Moments Like This,Reamonn,2009,0,0,2012-04-20,Rock,Pop,English,,,,,
33180,Moments To Remember,The Vogues,1965,0,0,2011-10-08,Oldies,Pop,English,,,,,
12714,Mon amant de Saint-Jean,Lucienne Delyle,1942,0,0,2011-12-01,"Musette,Oldies,French pop",French,,,,,,
12480,Mon amant de St Jean,Patrick Bruel,2002,0,0,2012-01-25,"French pop,Oldies,Musette",French,,,,,,
27793,"Mon ami, mon maître",Serge Lama,1975,0,0,2011-09-19,French pop,French,,,,,,
22976,Mon amie la rose,Françoise Hardy,1964,0,0,2016-06-05,French pop,French,,,,,,
18177,Mon amie la rose,Natacha Atlas,1999,0,0,2016-06-04,"Oriental,French pop",French,,,,,,
32519,Mon amour,Ben L'Oncle Soul,2010,0,0,2011-05-31,"Soul,French pop",French,,,,,,
46337,Mon amour,BZN,1976,1,0,2014-03-26,"French pop,Schlager,Pop,Duet",French,,,,,,
28032,Mon amour,Cléopâtre,2008,0,0,2016-08-25,"Musical,French pop",French,,,,,,
12278,Mon ange,Grégory Lemarchal,2006,0,0,2011-07-01,French pop,French,,,,,,
11635,Mon ange,Nolwenn Leroy,2006,0,0,2016-02-25,French pop,French,,,,,,
37591,Mon ange,Jena Lee,2011,0,0,2012-05-07,French pop,French,,,,,,
45940,Mon beau mambo,David Martial,1976,0,0,2017-10-30,"French pop,Zouk/Creole",French,,,,,,
5085,Mon beau sapin,Christmas Carol,1824,0,0,2008-06-26,Christmas,Traditionnal,Kids,French,,,,
27133,Mon beauf,Renaud,1981,0,0,2013-06-12,French pop,French,,,,,,
30202,Mon bistrot préféré,Renaud,2002,0,0,2016-02-12,French pop,French,,,,,,
13705,Mon cabaret,Sofia Essaïdi,2005,0,0,2016-02-25,French pop,French,,,,,,
49865,Mon coeur avait raison,Maître Gims,2015,0,0,2016-12-13,"French pop,Rap,Dance",French,,,,,,
30688,Mon coeur est malade,Dave,1975,0,0,2016-08-25,French pop,French,,,,,,
38146,Mon coeur est un violon,Lucienne Boyer,1945,0,0,2012-05-07,"Oldies,French pop",French,,,,,,
13412,Mon coeur te dit je t'aime,Frédéric François,1984,0,0,2016-06-04,"French pop,Love",French,,,,,,
7279,"Mon coeur, mon amour",Anaïs,2005,0,0,2013-09-09,French pop,French,,,,,,
52375,Mon corps mon amour,Olivia Ruiz,2016,0,1,2017-02-11,French pop,French,,,,,,
20469,Mon crédo,Mireille Mathieu,1966,0,0,2014-09-30,French pop,French,,,,,,
13631,Mon Dieu,Edith Piaf,1960,0,0,2011-08-16,French pop,French,,,,,,
43268,Mon Dieu,Patricia Kaas,2012,0,0,2013-04-21,"French pop,Oldies",French,,,,,,
11024,Mon Eldorado,Yannick Noah,2000,0,0,2015-02-05,"French pop,Zouk/Creole",French,,,,,,
45961,Mon Eldorado,David Martial,1973,0,0,2017-11-02,"Zouk/Creole,French pop",French,,,,,,
20399,Mon émouvant amour,Charles Aznavour,1980,0,0,2011-08-06,French pop,French,,,,,,
47299,Mon enfance,Jacques Brel,1967,0,0,2017-10-06,French pop,French,,,,,,
52110,Mon Everest,Soprano,2016,0,0,2016-12-09,Rap,Pop,French,English,,,,
23651,Mon fils,Don Juan,2004,0,0,2016-06-05,"Musical,French pop",French,,,,,,
11687,"Mon fils, ma bataille",Daniel Balavoine,1980,0,0,2013-11-25,French pop,French,,,,,,
50486,"Mon fils, ma bataille",Balavoine(s),2016,0,0,2016-02-09,French pop,French,,,,,,
5944,Mon frère,Les Dix Commandements,2000,1,0,2013-07-03,"French pop,Musical,Duet",French,,,,,,
20360,Mon frère,Maxime Le Forestier,1972,0,0,2016-09-23,French pop,French,,,,,,
47664,Mon héroïne,Fréro Delavega,2014,0,0,2016-02-25,French pop,French,,,,,,
46695,Mon homme,"Mistinguett, Reine des années folles",2014,0,0,2014-05-26,"Musical,French pop,Oldies,Musette",French,,,,,,
38189,Mon homme,Mistinguett,1916,0,0,2012-05-04,"French pop,Oldies",French,,,,,,
8185,Mon légionnaire,Serge Gainsbourg,1987,0,0,2016-02-22,"French pop,80s,Funk",French,,,,,,
20297,Mon manège à moi,Edith Piaf,1952,0,0,2011-10-12,French pop,French,,,,,,
12663,Mon manège à moi,Etienne Daho,1993,0,0,2011-10-31,French pop,French,,,,,,
12964,Mon mec à moi,Patricia Kaas,1988,0,0,2013-05-16,French pop,French,,,,,,
39647,Mon meilleur amour,Anggun,2011,0,0,2016-06-05,French pop,French,,,,,,
20928,Mon p'tit gars (Comme à la maison),Christophe Maé,2008,0,0,2016-03-15,"Folk,French pop",French,,,,,,
40346,Mon p'tit loup (ça va faire mal),Johnny Hallyday,1984,0,0,2012-06-04,"Rock 'n Roll,French pop",French,,,,,,
12799,Mon paradis,Christophe Maé,2007,0,0,2011-07-16,French pop,French,,,,,,
9703,Mon pays,Faudel,2006,0,0,2012-02-14,Dance,Oriental,French,,,,,
51932,Mon pays,Claudio Capéo,2016,0,0,2016-11-02,French pop,French,,,,,,
21461,Mon pays,Patrick Fiori,2002,0,0,2011-06-06,French pop,French,,,,,,
45783,Mon père,Keen'V,2013,0,0,2016-02-25,"French pop,Zouk/Creole",French,,,,,,
37089,Mon père,Sylvie Vartan,1963,0,0,2012-05-04,French pop,French,,,,,,
