,title,artist,,,,,,,,,,,,
17548,Weiß' Der Geier,Wolfgang Petry,1997,0,0,2014-10-11,Schlager,German,,,,,,
19547,Weiße Rosen aus Athen,Nana Mouskouri,1992,0,0,2015-08-04,Schlager,German,,,,,,
52269,Weißer Stern (Von Alcunar),Ricardo,2016,0,0,2017-09-19,Schlager,Humour,German,,,,,
41364,"Weisst du, was du für mich bist",Amigos,2010,0,0,2016-06-05,Schlager,German,,,,,,
46587,Weit übers Meer,Santiano,2014,1,0,2016-03-30,Celtic,Schlager,Duet,German,,,,
42065,"Weit, weit weg",Hubert Von Goisern,1992,0,0,2012-12-18,Soft rock,German,,,,,,
28845,Welcome Back,John Sebastian,1976,0,0,2011-12-18,"Pop,TV & movie soundtrack",English,,,,,,
37784,Welcome Christmas,Glee,2010,0,0,2011-12-20,"Christmas,TV & movie soundtrack",English,,,,,,
28920,Welcome Home,Coheed And Cambria,2005,0,1,2011-05-30,Hard/Metal,Alternative,Rock,English,,,,
33610,Welcome Home,Peters and Lee,1973,0,0,2018-01-19,Pop,Folk,English,,,,,
44846,Welcome Home (The Gathering),Derek Ryan,2013,0,0,2013-09-19,Country,Celtic,English,,,,,
35430,Welcome to Burlesque,Cher,2010,0,0,2011-05-30,"Musical,TV & movie soundtrack",English,,,,,,
30352,Welcome to Heartlight,Kenny Loggins,1982,0,0,2011-05-31,Pop,Rock,English,,,,,
19925,Welcome To My Life,Simple Plan,2004,0,0,2011-05-31,Pop,Rock,English,,,,,
28648,Welcome To My Nightmare,Alice Cooper,1975,0,0,2012-02-13,Rock,English,,,,,,
5308,Welcome To My Truth,Anastacia,2004,0,0,2011-05-31,Pop,Rock,English,,,,,
6625,Welcome To My World,Jim Reeves,1964,0,0,2013-01-08,Country,English,,,,,,
6767,Welcome to My World,Elvis Presley,1973,0,0,2007-08-20,Country,Love,English,,,,,
39220,Welcome To My World,Dean Martin,1965,0,0,2012-04-19,Oldies,Jazz,English,,,,,
47861,Welcome to New York,Taylor Swift,2014,0,0,2014-11-27,Pop,Electro,English,,,,,
14413,Welcome to the 60's,Hairspray,2007,0,0,2008-03-07,"Musical,TV & movie soundtrack",English,,,,,,
13667,Welcome to the Black Parade,My Chemical Romance,2006,0,0,2011-05-31,Rock,Alternative,Punk/Grunge,English,,,,
23939,Welcome To The Future,Brad Paisley,2009,0,0,2011-05-31,Country,English,,,,,,
13765,Welcome To The Jungle,Guns N' Roses,1987,0,0,2011-05-31,Hard/Metal,Rock,English,,,,,
47075,Welcome To The Jungle,Neon Jungle,2014,0,0,2016-02-25,"Dance,Pop,Teen pop",English,,,,,,
45594,Welcome To The Weekend,Nathan Carter,2013,0,0,2013-12-11,Celtic,Country,English,,,,,
43150,Well All Right,Santana,1978,0,0,2013-04-02,Rock,English,,,,,,
52560,Well-Rested,Miranda Lambert,2016,0,0,2017-02-21,Country,English,,,,,,
27464,"Well, Did You Evah",Frank Sinatra,1953,1,0,2011-05-30,Jazz,Oldies,Duet,English,,,,
34143,"Well, Well, Well",Duffy,2010,0,0,2011-05-30,Soul,Pop,English,,,,,
20552,Well... All Right,Buddy Holly,1958,0,0,2011-12-26,"Rock 'n Roll,Oldies",English,,,,,,
49631,Welt hinter Glas,Max Mutzke,2015,0,0,2016-11-10,Schlager,Dance,Electro,Folk,German,,,
7993,Wendy,The Beach Boys,1965,0,0,2012-04-05,Pop,Rock,Oldies,English,,,,
23043,Wenn das Liebe ist,Glashaus,2001,0,0,2011-10-20,"Pop,Soft rock",German,,,,,,
52861,Wenn der Himmel weint,Peter Maffay,2014,0,0,2017-04-22,Pop,Rock,German,,,,,
20187,Wenn Der Mond Die Sonne Berührt,Hubert Kah,1984,0,0,2018-04-18,Pop,80s,German,,,,,
37835,Wenn die Wunderkerzen brennen,Jürgen Drews,2011,0,0,2016-06-05,Schlager,Dance,German,,,,,
52860,Wenn Du da bist,Pur,1997,0,0,2017-04-27,Pop,Rock,German,,,,,
24515,Wenn du denkst du denkst dann denkst du nur du denkst,Juliane Werding,1975,0,0,2015-03-27,Schlager,German,,,,,,
53197,Wenn du lachst,Helene Fischer,2017,0,0,2017-06-15,Schlager,German,,,,,,
49680,Wenn du lebst,Johannes Oerding,2015,0,0,2016-11-28,Schlager,Rock,German,,,,,
27580,"Wenn du mich willst, dann küss mich doch",Andrea Berg,1995,0,0,2011-10-31,Schlager,Pop,German,,,,,
50858,Wenn du mir in die Augen schaust,Fantasy,2016,0,0,2016-03-25,Schlager,Dance,German,,,,,
37788,Wenn ein Mensch lebt,Puhdys,1974,0,0,2016-06-30,Pop,German,,,,,,
51986,Wenn es Morgen schon zu Ende wär,Roger Cicero,2014,0,0,2017-02-01,Pop,Rock,German,,,,,
19373,Wenn I Mit Dir Tanz',Nicki,1986,0,0,2015-09-04,Schlager,Rock,German,,,,,
54215,Wenn mir die Worte fehlen,Wincent Weiss,2017,0,0,2017-10-10,Pop,German,,,,,,
19253,"Wenn Nicht Jetzt, Wann Dann?",Höhner,2006,0,0,2016-08-25,Schlager,Pop,Rock,German,,,,
23426,Wenn sie dich fragt,Roger Cicero,2006,0,0,2013-02-06,"Jazz,Soft rock",German,,,,,,
49410,Wenn sie diesen Tango hört,Pur,1988,0,0,2016-01-07,Schlager,80s,German,,,,,
51973,Wenn sie tanzt,Max Giesinger,2016,0,0,2016-12-13,Pop,Electro,German,,,,,
38764,Wenn Worte meine Sprache wären,Tim Bendzko,2011,0,0,2012-11-14,Pop,German,,,,,,
41250,Wer ist dieser DJ?,Anna-Maria Zimmermann,2008,0,0,2016-08-22,Schlager,German,,,,,,
35084,Wer weiß warum,Michael Wendler,2010,0,0,2016-08-25,Pop,Schlager,Dance,German,,,,
40617,Wer will denn schon vernünftig sein,Helene Fischer,2008,0,0,2016-06-05,Schlager,German,,,,,,
53087,Wer wird denn woanna,Spider Murphy Gang,1981,0,0,2017-12-12,Rock,Pop,German,,,,,
35650,Werd de tijd maar teruggedraaid,Jeroen van der Boom,2010,0,0,2013-07-06,"Pop,Soft rock",Dutch,,,,,,
11468,Werewolves Of London,Warren Zevon,1978,0,0,2011-10-31,Rock,English,,,,,,
46894,West Coast,Lana Del Rey,2014,0,0,2014-05-26,Alternative,Pop,English,,,,,
14234,West End Girls,Pet Shop Boys,1984,0,0,2011-05-30,80s,English,,,,,,
50007,West Texas Waltz,Joni Harms,2014,0,0,2016-05-03,Country,English,,,,,,
19468,Westerland,Die Ärzte,1988,0,0,2013-12-17,Punk/Grunge,Rock,German,,,,,
37951,Wet,Nicole Scherzinger,2011,0,0,2013-07-01,Pop,English,,,,,,
28107,Weus'd a herz hast wie a bergwerk,Rainhard Fendrich,1984,0,0,2012-09-09,Soft rock,German,,,,,,
49340,Wham Bam!,Robert Mizzell,2013,0,0,2015-07-21,Country,English,,,,,,
7214,What A Beautiful Day,Chris Cagle,2003,0,0,2012-01-30,Country,English,,,,,,
13649,What a Beautiful Day,The Levellers,1997,0,0,2018-05-02,Rock,English,,,,,,
42379,What A Buzz,Olly Murs,2012,0,0,2013-02-18,Pop,English,,,,,,
6726,What a Diff'rence a Day Makes!,Dinah Washington,1959,0,0,2012-10-12,Pop,English,,,,,,
30225,What A Difference A Day Made,Jamie Cullum,2008,0,0,2011-08-23,Jazz,Pop,English,,,,,
20971,What A Difference A Day Makes,Esther Phillips,1975,0,0,2012-08-15,Disco,Soul,English,,,,,
54606,What A Difference A Day Makes,Dean Martin,1962,0,0,2018-01-02,Love,Pop,English,,,,,
49209,What A Difference A Day Makes,Renee Olstead,2004,0,0,2015-05-26,Jazz,Soul,English,,,,,
31005,What A Difference A Day Makes,Bobby Darin,1964,0,0,2015-09-07,Jazz,Love,English,,,,,
53958,What A Difference A Day Makes,Randy Crawford,1995,0,0,2017-09-26,Jazz,Soul,English,,,,,
33091,What A Dog / He's A Tramp,Lady And The Tramp,1955,0,0,2015-08-28,"TV & movie soundtrack,Jazz",English,,,,,,
37348,What A Feeling,Alex Gaudino,2011,0,0,2012-01-10,Dance,Electro,English,,,,,
37172,What a Fool Believes,The Doobie Brothers,1978,0,0,2012-08-23,Funk,Soul,Pop,English,,,,
14901,What A Friend We Have In Jesus,Alan Jackson,2006,0,0,2012-01-13,Country,Christian,English,,,,,
8823,What A Girl Wants,Christina Aguilera,1999,0,0,2011-09-23,"Teen pop,Pop",English,,,,,,
50939,What a Man,Linda Lyndell,1968,0,0,2016-03-30,Soul,English,,,,,,
43676,What A Night,Loveable Rogues,2013,0,0,2016-02-25,Pop,English,,,,,,
22659,What A Woman Wants,Julia Burton,2008,0,0,2012-05-21,Country,English,,,,,,
6187,What A Wonderful World,Louis Armstrong,1968,0,0,2007-05-29,Pop,Oldies,English,,,,,
18517,What A Wonderful World,Michael Bublé,2001,0,0,2011-05-31,Pop,Jazz,English,,,,,
14202,What A Wonderful World,Katie Melua,2007,1,0,2011-11-03,Jazz,Duet,English,,,,,
30095,What A Wonderful World,Stacey Kent,2007,0,0,2011-05-31,Jazz,Pop,English,,,,,
32161,What A Wonderful World,Céline Dion,2005,0,0,2011-05-31,"Pop,Soft rock",English,,,,,,
29740,What A Wonderful World,Rod Stewart,2004,0,0,2011-05-31,Jazz,Pop,English,,,,,
25731,What a Wonderful World,Eva Cassidy,2004,0,0,2018-06-09,"Soul,Love,Soft rock",English,,,,,,
27093,What A Wonderful World,Renee Olstead,2000,0,0,2011-05-30,Jazz,Pop,English,,,,,
21731,What A Wonderful World (duet),Louis Armstrong,1999,1,0,2011-05-30,Jazz,Duet,English,,,,,
26940,What A Wonderful World (Salsa Version),Michell,2008,0,0,2011-05-30,Latin,English,,,,,,
30224,What About Love,Heart,1985,0,0,2012-01-20,Rock,Love,English,,,,,
44755,What About Love,Austin Mahone,2013,0,0,2013-08-24,"Teen pop,Pop",English,,,,,,
51320,What About Me,Moving Pictures,1981,0,0,2016-07-19,"Soft rock,Pop",English,,,,,,
18650,What About Now,Chris Daughtry,2006,0,0,2012-10-12,"Pop,Soft rock",English,,,,,,
25738,What About Now,Westlife,2009,0,0,2011-05-30,"Teen pop,Pop,R&B",English,,,,,,
7409,What About Now,Lonestar,2000,0,0,2018-05-22,Country,English,,,,,,
53954,What About Us,Pink,2017,0,0,2017-09-14,Pop,English,,,,,,
29125,What About Us,Ministry,2001,0,1,2012-06-01,Hard/Metal,Rock,English,,,,,
42667,What About Us,The Saturdays,2012,0,0,2016-02-25,Pop,Electro,Dance,English,,,,
34207,What About Us,Total,1997,0,0,2014-11-27,R&B,English,,,,,,
31187,What About Your Friends?,TLC,1992,0,0,2013-12-04,R&B,English,,,,,,
5273,What Am I To You,Norah Jones,2004,0,0,2013-01-30,"Soft rock,Pop",English,,,,,,
42732,What Am I To You (Short),Norah Jones,2002,0,0,2013-02-05,Jazz,Pop,English,,,,,
37278,What Are Words,Chris Medina,2011,0,0,2011-11-22,Pop,English,,,,,,
7550,What Are You Doing New Year's Eve,Nancy Wilson,1965,0,0,2014-09-22,Soul,Jazz,Christmas,English,,,,
28649,What Are You Doing New Year's Eve,1940s Standards,1947,0,0,2011-12-09,Love,Jazz,Christmas,English,,,,
54129,What Are You Doing New Year's Eve?,Bette Midler,2005,0,0,2017-10-18,Christmas,Jazz,English,,,,,
54234,What Are You Doing New Year's Eve?,Idina Menzel,2014,0,0,2017-11-10,Christmas,Jazz,English,,,,,
18960,What Are You Doing The Rest Of Your Life?,Michel Legrand,1969,0,0,2014-10-17,"TV & movie soundtrack,Jazz,Musical",English,,,,,,
50776,What Are You Listening To,Chris Stapleton,2013,0,0,2016-04-14,Country,Rock,English,,,,,
47479,What Are You Waiting For?,The Saturdays,2014,0,0,2016-02-25,"Dance,Teen pop,Pop",English,,,,,,
6396,What Becomes Of The Broken Hearted,Paul Young,1992,0,0,2011-09-09,Pop,English,,,,,,
18213,What Becomes Of The Brokenhearted,Jimmy Ruffin,1966,0,0,2012-03-11,Soul,English,,,,,,
21370,What Can I Do,The Corrs,1998,0,0,2014-10-29,Pop,Love,English,,,,,
51197,What Can I Do,Smokie,1976,0,0,2016-06-05,"Pop,Rock,Soft rock",English,,,,,,
21371,What Can I Do (Tin Tin Out Remix),The Corrs,1998,0,0,2017-11-06,Pop,Love,English,,,,,
26575,What Can I Say,Carrie Underwood,2009,1,0,2011-05-30,Duet,Country,English,,,,,
35624,What Can I Say After I Say I'm Sorry,1920s Standards,1926,0,0,2011-06-03,Oldies,Jazz,English,,,,,
39728,What Cha' Gonna Do For Me,Chaka Khan,1981,0,0,2012-07-19,Funk,Soul,English,,,,,
26915,What Child Is This,Christmas Carol,1865,0,0,2011-05-30,Christmas,Christian,Traditionnal,English,,,,
39064,What Child Is This,Carrie Underwood,2007,0,0,2011-12-27,Christmas,English,,,,,,
54279,What Child Is This? (Greensleeves),Sarah McLachlan,2006,0,0,2017-10-30,Christmas,Folk,English,,,,,
45476,What Christmas Means to Me,Stevie Wonder,1967,0,0,2013-11-27,Christmas,Soul,Christian,English,,,,
32157,What Colour Is The Wind,Charlie Landsborough,1994,0,0,2018-06-01,Folk,Country,English,,,,,
49211,What Colour Is The Wind,Mike Denver,2011,0,0,2015-06-18,Country,English,,,,,,
24026,What Comes Naturally,Sheena Easton,1991,0,0,2013-12-04,Pop,Funk,Dance,English,,,,
53389,What Comes Next?,Hamilton,2015,0,0,2017-06-30,Pop,Musical,English,,,,,
42072,What Could Have Been Love,Aerosmith,2012,0,0,2012-11-23,Rock,English,,,,,,
32668,What Difference Does It Make?,The Smiths,1984,0,0,2017-01-30,Rock,Alternative,English,,,,,
21146,What Do I Have To Do?,Kylie Minogue,1991,0,0,2012-08-15,Pop,Dance,English,,,,,
52824,What Do I Know?,Ed Sheeran,2017,0,0,2017-04-04,Pop,English,,,,,,
25945,What Do Ya Think About That,Montgomery Gentry,2007,0,0,2012-02-22,Country,English,,,,,,
25819,What Do You Do,The Troys,2003,0,0,2012-06-07,Pop,Rock,English,,,,,
7711,What Do You Know About Love?,Dwight Yoakam,2000,0,0,2012-03-20,Country,English,,,,,,
49767,What Do You Mean?,Justin Bieber,2015,0,0,2015-10-30,Pop,Dance,Electro,English,,,,
34831,What Do You Want From Me?,Take That,2010,0,0,2012-01-30,"Pop,Soft rock",English,,,,,,
18069,What Do You Want From Me?,Cascada,2008,0,0,2011-05-31,Dance,Pop,English,,,,,
32219,What Do You Want to Make Those Eyes at Me For?,Emile Ford,1959,0,0,2016-11-14,Rock 'n Roll,English,,,,,,
33286,What Do You Want To Make Those Eyes At Me For?,Shakin' Stevens,1987,0,0,2012-01-27,Rock 'n Roll,English,,,,,,
35860,What Does It Take,Honeymoon Suite,1986,0,0,2012-01-22,Rock,English,,,,,,
52537,What Does It Take (To Win Your Love),Junior Walker & the All Stars,1968,0,0,2017-02-16,Soul,English,,,,,,
25431,What Dreams Are Made Of,Hilary Duff,2003,0,0,2015-11-23,"TV & movie soundtrack,Dance,Teen pop",English,,,,,,
25401,What Dreams Are Made Of (Ballad Version),Hilary Duff,2003,0,0,2016-08-25,"TV & movie soundtrack,Teen pop",English,,,,,,
39474,What Goes On,The Velvet Underground,1968,0,0,2013-07-26,Alternative,Rock,English,,,,,
25820,What Happened,Gretchen Wilson,2005,0,0,2012-06-01,Soft rock,English,,,,,,
48630,What Happened To Your Band,McBusted,2014,0,0,2015-03-25,Pop,Rock,English,,,,,
40122,What Happiness Means To Me,Amy Macdonald,2010,0,0,2012-05-25,Pop,Rock,Folk,English,,,,
30682,What Have You Done,Within Temptation,2007,0,0,2011-05-31,Hard/Metal,English,,,,,,
40104,What Have You Got Planned Tonight Diana,Merle Haggard,1976,0,0,2016-08-08,Country,English,,,,,,
17527,What Hurts The Most,Rascal Flatts,2005,0,0,2011-05-31,"Soft rock,Country",English,,,,,,
14145,What Hurts The Most,Cascada,2007,0,0,2008-08-22,Dance,Pop,English,,,,,
43385,What Hurts The Most,Boyce Avenue,2008,0,0,2013-05-01,"Soft rock,Pop",English,,,,,,
26644,What I Am,Edie Brickell,1988,0,0,2012-01-25,Pop,Rock,English,,,,,
53065,What I Can't Put Down,Jon Pardi,2014,0,0,2017-05-23,Country,Rock,English,,,,,
24652,What I Cannot Change,LeAnn Rimes,2008,0,0,2011-11-09,"Soft rock,Country",English,,,,,,
30052,What I Did for Love,A Chorus Line,1985,0,0,2018-09-03,"TV & movie soundtrack,Musical",English,,,,,,
49093,What I Did For Love,Josh Groban,2015,0,0,2015-05-26,"Pop,Soft rock,Love,Musical",English,,,,,,
34427,What I Did for Love,Glee,2010,0,0,2011-05-30,"TV & movie soundtrack,Musical,Pop",English,,,,,,
48524,What I Did For Love,David Guetta,2014,0,0,2015-02-13,Pop,Dance,Electro,English,,,,
24361,What I Did Last Night,Catherine Britt,2007,0,0,2012-06-01,Country,English,,,,,,
12583,What I Go To School For,Busted,2002,0,0,2011-05-31,"Teen pop,Rock",English,,,,,,
48474,What I Got,Sublime,1996,0,1,2015-02-13,Alternative,Rock,Ska,Punk/Grunge,Rap,English,,
50431,What I Like About You,The Romantics,1979,0,0,2016-01-26,Rock,Pop,English,,,,,
50428,What I like About You,5 Seconds of Summer,2014,0,0,2016-02-09,"Teen pop,Pop,Rock",English,,,,,,
28754,What I Like About You,Lillix,2003,0,0,2011-11-28,"Rock,Teen pop",English,,,,,,
18016,What I Like About You (Live),The Romantics,1980,0,0,2012-09-11,Rock,English,,,,,,
35126,What I Meant To Say,Donny Osmond,2005,0,0,2012-01-11,Love,Pop,English,,,,,
45173,What I Might Do,Ben Pearce,2012,0,0,2016-02-25,Alternative,Electro,English,,,,,
16381,What I Miss About You,Katie Melua,2008,0,0,2012-01-22,Pop,English,,,,,,
33998,What I Need,Ray J,2006,0,0,2013-12-15,Rap,R&B,English,,,,,
50141,What I Never Knew I Always Wanted,Carrie Underwood,2015,0,0,2016-04-28,Pop,Country,Folk,English,,,,
14434,What I Want,Bob Sinclar,2007,0,0,2011-05-31,Electro,Dance,English,,,,,
29214,What I'd Give,Sugarland,2008,0,0,2011-05-31,Soft rock,English,,,,,,
44207,What I'd Say,Vigon Bamy Jay,2013,0,0,2013-07-25,"Soul,Rock 'n Roll",English,,,,,,
23710,What I'm For,Pat Green,2009,0,0,2011-05-31,Country,English,,,,,,
33313,What I've Been Looking For,High School Musical,2006,0,0,2018-04-13,"TV & movie soundtrack,Musical",English,,,,,,
25352,What I've Been Waiting For,Brian McKnight,2009,0,0,2013-12-07,R&B,English,,,,,,
25106,What I've Got In Mind,Billie Jo Spears,1976,0,0,2017-09-20,Country,English,,,,,,
21937,What If,Kate Winslet,2001,0,0,2011-05-31,"Christmas,TV & movie soundtrack,Soft rock,Love",English,,,,,,
31891,What If,Jason Derulo,2010,0,0,2016-02-25,"Pop,Soft rock,R&B",English,,,,,,
27957,What If Cartoons Got Saved,Chris Rice,2003,0,0,2011-05-30,Country,Pop,Christian,English,,,,
48810,What If I,Meghan Trainor,2015,0,0,2015-03-25,Pop,R&B,Soul,English,,,,
24966,What If It All Goes Right,Melissa Lawson,2008,0,0,2011-05-30,Pop,Country,English,,,,,
53355,What Ifs,Kane Brown,2016,0,0,2017-07-17,Country,Pop,English,,,,,
41376,What Is Hip?,Tower Of Power,1973,0,0,2013-07-17,Funk,Soul,English,,,,,
45998,What Is Life,George Harrison,1971,0,0,2014-02-20,Rock,Pop,English,,,,,
19903,What Is Love,Haddaway,1992,0,0,2011-12-14,Dance,English,,,,,,
52348,What Is Love,Lost Frequencies,2016,0,0,2017-01-19,Dance,Electro,Pop,English,,,,
55454,What is Love,Postmodern Jukebox,2017,0,0,2018-05-18,Jazz,Soul,Love,English,,,,
47710,What Is Love,Kiesza,2014,0,0,2014-10-07,Pop,English,,,,,,
25274,What Is Love 2k9,Haddaway,2009,0,0,2015-07-28,Dance,Electro,English,,,,,
36717,What Is Love?,Howard Jones,1983,0,0,2015-08-25,80s,English,,,,,,
11968,What Is This Feeling?,Wicked,2003,1,0,2008-05-29,Musical,Duet,English,,,,,
17793,What Is This Thing Called Love?,Frank Sinatra,1953,0,0,2011-05-31,Jazz,Traditionnal,English,,,,,
16799,What It Takes,Aerosmith,1989,0,0,2015-05-01,Rock,Hard/Metal,English,,,,,
8514,What It's Like,Everlast,1990,0,1,2011-11-19,Pop,Rock,English,,,,,
25900,What Kind of Fool Am I,Sammy Davis Jr.,1962,0,0,2011-10-08,Jazz,Pop,Musical,English,,,,
25743,What Kinda Gone,Chris Cagle,2007,0,0,2012-03-05,Country,English,,,,,,
44451,What Love is Made Of,Katy B,2013,0,0,2016-02-25,Dance,Electro,English,,,,,
54135,What Lovers Do,Maroon 5,2017,0,0,2017-10-25,Pop,Dance,Electro,English,,,,
25821,What Made You Say That,Shania Twain,1993,0,0,2013-12-01,"Country,Soft rock",English,,,,,,
44118,What Makes A Man,Westlife,2000,0,0,2013-07-01,Pop,English,,,,,,
38104,What Makes You Beautiful,One Direction,2011,0,0,2011-09-21,"Teen pop,Pop",English,,,,,,
38754,What Makes You Beautiful,Boyce Avenue,2011,0,0,2011-12-10,"Pop,Soft rock,Folk",English,,,,,,
54839,What Makes You Country,Luke Bryan,2017,0,0,2018-01-11,Country,Rock,English,,,,,
41877,What My Woman Can't Do,George Jones,1973,0,0,2012-11-19,Country,English,,,,,,
8303,What Now My Love,Frank Sinatra,1966,0,0,2011-05-31,Jazz,English,,,,,,
7059,What Now My Love,Elvis Presley,1973,0,0,2011-05-30,Rock,English,,,,,,
42325,What Now My Love,Shirley Bassey,1962,0,0,2016-06-07,Pop,Jazz,English,,,,,
27291,What Now My Love (With Aretha Franklin),Frank Sinatra,1966,1,0,2017-08-01,Jazz,Duet,English,,,,,
50683,"What Now, My Love? (with the Royal Philharmonic Orchestra)",Elvis Presley,2015,0,0,2016-03-21,Pop,English,,,,,,
6763,What Part Of No,Lorrie Morgan,1992,0,0,2012-05-03,Country,English,,,,,,
7002,What She's Doing Now,Garth Brooks,1991,0,0,2018-06-25,"Country,Soft rock",English,,,,,,
10247,What The Cowgirls Do,Vince Gill,1994,0,0,2016-07-22,Country,English,,,,,,
35829,What The Hell,Avril Lavigne,2011,0,0,2011-05-30,"Teen pop,Rock,Pop",English,,,,,,
38154,What The Water Gave Me,Florence + The Machine,2011,0,0,2013-04-30,Pop,Alternative,English,,,,,
6253,What The World Needs,Wynonna Judd,2003,0,0,2011-10-08,Country,English,,,,,,
12406,What Time Is It?,High School Musical 2,2007,0,0,2015-04-16,"TV & movie soundtrack,Pop",English,,,,,,
6238,What Was I Thinkin',Dierks Bentley,2003,0,0,2011-12-10,Country,English,,,,,,
48201,What We Ain't Got,Jake Owen,2014,0,0,2014-12-26,Country,English,,,,,,
53870,What Would Brian Boitano Do?,South Park,1999,0,0,2017-09-01,"TV & movie soundtrack,Humour,Musical",English,,,,,,
15370,What Would You Do,City High,2001,0,0,2018-07-13,R&B,Rap,English,,,,,
35414,What Would You Do For Love,Jonathan Butler,1999,0,0,2013-12-04,Pop,English,,,,,,
22759,What Would You Say,Trailer Choir,2009,0,0,2012-04-02,Country,English,,,,,,
15011,What You Are,Audioslave,2004,0,0,2013-07-01,Rock,Alternative,English,,,,,
49220,What You Get Is What You See,Lisa McHugh,2014,0,0,2015-06-22,Country,English,,,,,,
24626,What You Give Away,Vince Gill,2007,1,0,2013-12-03,Country,Duet,English,,,,,
18014,What You Need,INXS,1985,0,0,2014-07-15,Pop,Rock,80s,English,,,,
19232,What You Own,Rent,1996,0,0,2013-04-09,Musical,English,,,,,,
35064,What You Want,Mase,1998,0,0,2013-12-03,R&B,Rap,English,,,,,
42861,What You Want,Legally Blonde,2006,0,0,2013-07-24,"Musical,TV & movie soundtrack,Pop",English,,,,,,
37935,What You Want,Evanescence,2011,0,0,2013-06-05,Hard/Metal,Rock,Alternative,English,,,,
6849,What You Won't Do For Love,Bobby Caldwell,1978,0,0,2011-10-20,Soul,Pop,English,,,,,
36169,What You Won't Do For Love,Go West,1992,0,0,2011-07-09,Soul,English,,,,,,
21568,What You're Doing,The Beatles,1964,0,0,2011-05-31,Rock 'n Roll,English,,,,,,
6248,What You're Made Of (Même si),Lucie Silvas,2006,1,0,2011-05-30,"Pop,French pop,Duet",English,French,,,,,
31867,What You're Proposing,Status Quo,1980,0,0,2014-11-27,Rock,Pop,English,,,,,
46783,What'cha Gonna Do,Eternal,1999,0,0,2014-05-13,R&B,Soul,English,,,,,
54416,What'd I Miss,Hamilton,2015,0,0,2018-01-25,Musical,Rap,Pop,English,,,,
13979,What'd I Say,Ray Charles,1963,0,0,2011-05-31,Soul,Gospel,English,,,,,
10850,What'd I Say,Elvis Presley,1964,0,0,2017-02-27,"Rock 'n Roll,TV & movie soundtrack",English,,,,,,
18657,What'll I Do,Linda Ronstadt,1983,0,0,2015-04-08,Jazz,Love,English,,,,,
49118,What'll Keep Me Out Of Heaven,Brandy Clark,2013,0,0,2015-05-31,"Country,Soft rock",English,,,,,,
39517,What's A Girl To Do,Bat For Lashes,2007,0,0,2012-03-15,Alternative,English,,,,,,
16340,What's A Guy Gotta Do,Joe Nichols,2005,0,0,2018-01-08,Country,English,,,,,,
16921,What's A Woman?,Vaya Con Dios,1990,0,0,2011-05-31,Soul,Love,English,,,,,
30148,What's Easy For Two Is So Hard For One,Mary Wells,1964,0,0,2011-05-31,Oldies,Soul,English,,,,,
30332,What's Forever For,Michael Martin Murphey,1982,0,0,2011-11-25,Soft rock,English,,,,,,
10202,What's Going On,Marvin Gaye,1971,0,0,2007-07-31,Soul,English,,,,,,
44945,What's Going On,Donny Hathaway,1972,0,0,2013-10-08,Soul,Jazz,English,,,,,
50926,What's Going On,Seal,2011,0,0,2016-04-05,Pop,Soul,English,,,,,
25223,What's Going On,Taste,1970,0,0,2012-06-13,Rock,English,,,,,,
8050,What's Going On?,All Star Tribute,2001,0,0,2013-11-12,R&B,English,,,,,,
35166,What's It Gonna Be,Busta Rhymes,1999,0,0,2013-12-07,R&B,Rap,English,,,,,
11590,What's Left Of Me,Nick Lachey,2006,0,0,2011-05-31,Pop,Rock,English,,,,,
36851,What's Left Of The Flag,Flogging Molly,2002,0,0,2011-07-16,Celtic,Punk/Grunge,English,,,,,
13766,What's Love Got To Do With It,Tina Turner,1984,0,0,2011-05-31,Pop,Love,English,,,,,
34425,What's Love Got To Do With It,Warren G,1996,0,0,2012-01-18,Rap,Pop,English,,,,,
8698,What's My Age Again?,Blink-182,1999,0,1,2015-09-24,Punk/Grunge,Pop,Rock,English,,,,
34911,What's My Name,Rihanna,2010,0,0,2011-05-30,R&B,English,,,,,,
39390,What's My Scene?,Hoodoo Gurus,1987,0,0,2013-01-23,Rock,Alternative,English,,,,,
6727,What's New Pussycat?,Tom Jones,1967,0,0,2013-02-21,Pop,Oldies,English,,,,,
34869,What's On Tonight,Montell Jordan,1997,0,0,2014-05-30,R&B,Rap,English,,,,,
34320,What's This?,The Nightmare Before Christmas,1993,0,0,2011-05-31,"TV & movie soundtrack,Christmas,Musical",English,,,,,,
41853,"What's Up, Duloc?",Shrek,2008,0,0,2013-03-01,Musical,English,,,,,,
24815,What's Your Name,Lynyrd Skynyrd,1977,0,0,2011-05-31,Rock,English,,,,,,
27563,Whataya Want From Me,Adam Lambert,2009,0,0,2011-05-30,Pop,Rock,English,,,,,
35176,Whataya Want From Me (Acoustic),Adam Lambert,2010,0,0,2011-05-30,Folk,Pop,English,,,,,
6331,Whatcha Gonna Do?,Pablo Cruise,1977,0,0,2018-05-14,Funk,Rock,English,,,,,
41464,Whatcha Reckon,Josh Turner,2012,0,0,2012-09-18,Country,English,,,,,,
24695,Whatcha Say,Jason Derulo,2009,0,0,2011-05-30,R&B,English,,,,,,
6843,Whatcha See Is Whatcha Get,The Dramatics,1971,0,0,2018-05-04,Soul,Funk,English,,,,,
53282,Whatchugot,Caro Emerald,2017,0,0,2017-07-10,Pop,English,,,,,,
